1.67683439869,-1.51229050772
1.67683439869,-1.51229050772
1.53802382271,-1.46486530336
1.52465589886,-1.46546709824
1.50609402679,-1.47634606101
1.48857858977,-1.48434069689
1.49043127544,-1.491484928
1.49343648588,-1.50839168999
1.55133208339,-1.5743433533
2.00420368125,-1.81275565815
2.38068372067,-1.86110302825
2.90647609712,-1.8184328613
3.439352288,-1.70226630997
3.97073283783,-1.52816223598
4.47853399478,-1.34687311051
4.98924638524,-1.16691797946
5.52074292263,-0.991984335843
5.89210397056,-0.857453053412
6.40455258299,-0.67031381844
6.93586460923,-0.490145920629
7.45712578616,-0.343584248653
7.73533867873,-0.264075436862
8.10838206796,-0.141814505486
8.74240502882,0.0612591822319
9.28103314287,0.254740980033
9.54261676001,0.354124041942
10.1828952401,0.607423292299
10.7515089052,0.87411856232
11.3209364359,1.29381276609
11.6339161478,1.65294367868
11.8422408233,2.00815057257
12.0209643596,2.63468534952
12.0002772696,3.16117490076
11.9489393863,3.42684460834
11.7677351512,3.99632741443
11.5017722867,4.62186945779
11.3927069029,4.87153372168
11.1922908121,5.3969021401
11.0175254285,5.91879965372
10.8726467338,6.44346758896
10.6107597334,7.23208127706
10.4432218592,7.76499166111
10.2835948207,8.27937176187
10.0964653905,8.80133517572
9.86260855919,9.42798335707
9.69557394535,9.93740021942
9.52799531181,10.4718751309
9.30632595209,11.1065414718
9.08380210092,11.6518659179
8.81428987115,12.2203829282
8.41329362161,12.7636722984
8.10619438002,13.0429086791
coming,back
8.10619438002,13.0429086791
7.92579576567,13.1858124583
7.92400267788,13.1900770173
7.93227959877,13.1777991949
7.93227463194,13.1769224435
7.9238668117,13.1565046906
7.91511535989,13.1182477393
7.96319867531,12.8786688352
8.30543122692,12.2910538328
8.82366583808,11.7048356021
9.07194759711,11.3604901774
9.28830433841,10.9974478643
9.52921228378,10.3758916603
9.61613369026,10.1243472867
9.7767279303,9.6253844926
9.84809049803,9.38095791888
10.0477324464,8.73824264356
10.2266388654,8.19674431895
10.4112060468,7.68609301169
10.5900203384,7.18292108868
10.7102536616,6.81422041763
10.959829711,6.03953435708
11.1333875529,5.5116614805
11.2690700087,5.15095386621
11.5359496726,4.52494363704
11.7390639287,4.01880697903
11.9129600101,3.40575632072
11.9961457912,2.90154241434
11.9171980298,2.10559606941
11.6484520679,1.530429713
11.0721310636,0.978468667882
10.4766765533,0.693484498713
9.96056465688,0.522618270759
9.18074217209,0.236295131251
8.5655128256,0.00651583520295
7.94667137273,-0.197201276629
7.42132141659,-0.361544209494
6.92302044383,-0.509901759515
6.30119428423,-0.69814700511
5.77302342352,-0.865882765363
4.8882873084,-1.17548994066
4.38585961043,-1.36293204932
3.86925547032,-1.51884128834
3.11316500704,-1.66965611242
2.49944248367,-1.69816470309
1.98152598097,-1.64257096311
