-0.756443076711,-2.26453340337
-0.756443076711,-2.26453340337
-0.577479418582,-2.19873833564
-0.57405107092,-2.2024419951
-0.561373521207,-2.20292696813
-0.548426353881,-2.24165438594
-0.589732112851,-2.40645144564
-0.856019757333,-2.75703221406
-1.38473976436,-3.06919464986
-1.97544894502,-3.27689770333
-2.66801900844,-3.63014950444
-3.1581822039,-4.10893396913
-3.42162672138,-4.6501484473
-3.51973948069,-5.23038005989
-3.47721858016,-5.8442880707
-3.32393815688,-6.46261248621
-3.21763513489,-6.76590001732
-3.01050645358,-7.34163127258
-2.75734719482,-8.07275689339
-2.63849623699,-8.39105533918
-2.3711044785,-9.12801526688
-2.12943152294,-9.72483080454
-2.01573201434,-10.0309572215
-1.76480821399,-10.6174166536
-1.53138270373,-11.2178141236
-1.32528723508,-11.8119349374
-1.16773025951,-12.2404270087
-0.965090207547,-12.8350908726
-0.763553670098,-13.4348631358
-0.59935553564,-13.8581218972
-0.380406966384,-14.4551773372
-0.178560816402,-15.0346422316
0.0174414203417,-15.6147634478
0.11322278682,-15.903831026
0.329011136575,-16.498862363
0.600084939062,-17.24260158
0.806265459173,-17.8226811048
1.01976710434,-18.3900911037
1.24126507672,-18.9833135188
1.47443717073,-19.5907960018
1.73123251943,-20.100652822
coming,back
1.73123251943,-20.100652822
1.78087641525,-20.1949213331
1.7892520209,-20.1986854139
1.78665903053,-20.2070311489
1.77216362727,-20.216467569
1.70373372798,-20.2250415919
1.63956673169,-20.2042301717
1.43418223033,-20.052388547
1.11202423938,-19.5688409708
0.970746461569,-18.9985319248
0.892302591306,-18.4068321179
0.747456466076,-17.5037033104
0.60068211271,-16.9145490438
0.518967017597,-16.6117888467
0.275110881577,-15.8865926943
0.0624446648149,-15.3025002464
-0.167681882106,-14.7107678329
-0.276431646574,-14.4284424476
-0.539619920019,-13.6954260211
-0.746180527992,-13.108342104
-0.966051760383,-12.5175665063
-1.19055511587,-11.9359273379
-1.40447633395,-11.3527167187
-1.50530547395,-11.0540902353
-1.71523406518,-10.4530470743
-1.92339590863,-9.85371275158
-2.13465612546,-9.27673634694
-2.33637468975,-8.69339897402
-2.54576488653,-8.10883266033
-2.75382835739,-7.51987860912
-2.96592435878,-6.92956863725
-3.15381519737,-6.34980792785
-3.30966994695,-5.76132499819
-3.38434046574,-5.15272686796
-3.23482439394,-4.19496780689
-2.82764657948,-3.51611199832
-2.29799828187,-3.06239777146
-1.74050585947,-2.73269152478
-1.14986531032,-2.46045869341
